"","Species_Jetz","Family_Jetz","Order_Jetz","CommonName","aveUAI","Species_eBird","Order_eBird","Species_BirdLife"
"884","Streptopelia capicola","Columbidae","Columbiformes","Ring-necked Dove",1.31319916983333,"Streptopelia capicola","Columbiformes","Streptopelia capicola"
"885","Streptopelia decaocto","Columbidae","Columbiformes","Eurasian Collared-Dove",2.14815943114516,"Streptopelia decaocto","Columbiformes","Streptopelia decaocto"
"886","Streptopelia decipiens","Columbidae","Columbiformes","Mourning Collared-Dove",1.233402847,"Streptopelia decipiens","Columbiformes","Streptopelia decipiens"
"887","Streptopelia lugens","Columbidae","Columbiformes","Dusky Turtle-Dove",2.115971963,"Streptopelia lugens","Columbiformes","Streptopelia lugens"
"888","Streptopelia orientalis","Columbidae","Columbiformes","Oriental Turtle-Dove",2.4140624175,"Streptopelia orientalis","Columbiformes","Streptopelia orientalis"
"889","Streptopelia roseogrisea","Columbidae","Columbiformes","African Collared-Dove",2.3817905625,"Streptopelia roseogrisea","Columbiformes","Streptopelia roseogrisea"
"890","Streptopelia semitorquata","Columbidae","Columbiformes","Red-eyed Dove",1.76026954771429,"Streptopelia semitorquata","Columbiformes","Streptopelia semitorquata"
"891","Streptopelia tranquebarica","Columbidae","Columbiformes","Red Collared-Dove",1.57478105363636,"Streptopelia tranquebarica","Columbiformes","Streptopelia tranquebarica"
"892","Streptopelia turtur","Columbidae","Columbiformes","European Turtle-Dove",1.15102776766667,"Streptopelia turtur","Columbiformes","Streptopelia turtur"
"893","Treron calvus","Columbidae","Columbiformes","African Green-Pigeon",1.66279540166667,"Treron calvus","Columbiformes","Treron calvus"
"894","Treron curvirostra","Columbidae","Columbiformes","Thick-billed Green-Pigeon",2.8056392,"Treron curvirostra","Columbiformes","Treron curvirostra"
"895","Treron formosae","Columbidae","Columbiformes","Whistling Green-Pigeon",1.522794943,"Treron formosae","Columbiformes","Treron formosae"
"896","Treron griseicauda","Columbidae","Columbiformes","Gray-cheeked Green-Pigeon",2.991841783,"Treron griseicauda","Columbiformes","Treron griseicauda"
"897","Treron phoenicopterus","Columbidae","Columbiformes","Yellow-footed Green-Pigeon",1.52121317083333,"Treron phoenicopterus","Columbiformes","Treron phoenicopterus"
"898","Treron pompadora","Columbidae","Columbiformes","Andaman Green-Pigeon",0.2329645,"Treron chloropterus","Columbiformes","Treron chloropterus"
"899","Treron pompadora","Columbidae","Columbiformes","Gray-fronted Green-Pigeon",0.606393089,"Treron affinis","Columbiformes","Treron affinis"
"900","Treron pompadora","Columbidae","Columbiformes","Philippine Green-Pigeon",1.013396326,"Treron axillaris","Columbiformes","Treron axillaris"
"901","Treron sieboldii","Columbidae","Columbiformes","White-bellied Green-Pigeon",2.4500861455,"Treron sieboldii","Columbiformes","Treron sieboldii"
"902","Treron vernans","Columbidae","Columbiformes","Pink-necked Green-Pigeon",2.3949513246,"Treron vernans","Columbiformes","Treron vernans"
"903","Treron waalia","Columbidae","Columbiformes","Bruce's Green-Pigeon",1.052172453,"Treron waalia","Columbiformes","Treron waalia"
"904","Turtur afer","Columbidae","Columbiformes","Blue-spotted Wood-Dove",0.406467807,"Turtur afer","Columbiformes","Turtur afer"
"905","Turtur chalcospilos","Columbidae","Columbiformes","Emerald-spotted Wood-Dove",0.5595770995,"Turtur chalcospilos","Columbiformes","Turtur chalcospilos"
"906","Turtur tympanistria","Columbidae","Columbiformes","Tambourine Dove",1.05285973533333,"Turtur tympanistria","Columbiformes","Turtur tympanistria"
"907","Zenaida asiatica","Columbidae","Columbiformes","White-winged Dove",2.33396106515789,"Zenaida asiatica","Columbiformes","Zenaida asiatica"
"908","Zenaida auriculata","Columbidae","Columbiformes","Eared Dove",2.350954351,"Zenaida auriculata","Columbiformes","Zenaida auriculata"
"909","Zenaida aurita","Columbidae","Columbiformes","Zenaida Dove",1.1157148422,"Zenaida aurita","Columbiformes","Zenaida aurita"
"910","Zenaida macroura","Columbidae","Columbiformes","Mourning Dove",1.86811246357143,"Zenaida macroura","Columbiformes","Zenaida macroura"
"911","Zenaida meloda","Columbidae","Columbiformes","West Peruvian Dove",1.91147888225,"Zenaida meloda","Columbiformes","Zenaida meloda"
"912","Actenoides lindsayi","Alcedinidae","Coraciiformes","Spotted Kingfisher",0.87544104,"Actenoides lindsayi","Coraciiformes","Actenoides lindsayi"
"913","Alcedo atthis","Alcedinidae","Coraciiformes","Common Kingfisher",1.753114614975,"Alcedo atthis","Coraciiformes","Alcedo atthis"
"914","Alcedo azurea","Alcedinidae","Coraciiformes","Azure Kingfisher",1.0824114052,"Ceyx azureus","Coraciiformes","Ceyx azureus"
"915","Alcedo coerulescens","Alcedinidae","Coraciiformes","Small Blue Kingfisher",2.550265621,"Alcedo coerulescens","Coraciiformes","Alcedo coerulescens"
"916","Alcedo cristata","Alcedinidae","Coraciiformes","Malachite Kingfisher",1.5761809698,"Corythornis cristatus","Coraciiformes","Corythornis cristatus"
"917","Alcedo cyanopectus","Alcedinidae","Coraciiformes","Indigo-banded Kingfisher",1.223728996,"Ceyx cyanopectus","Coraciiformes","Ceyx cyanopectus"
"918","Alcedo meninting","Alcedinidae","Coraciiformes","Blue-eared Kingfisher",1.87842963433333,"Alcedo meninting","Coraciiformes","Alcedo meninting"
"919","Alcedo pusilla","Alcedinidae","Coraciiformes","Little Kingfisher",1.2171996955,"Ceyx pusillus","Coraciiformes","Ceyx pusillus"
"920","Alcedo vintsioides","Alcedinidae","Coraciiformes","Malagasy Kingfisher",1.347274928,"Corythornis vintsioides","Coraciiformes","Corythornis vintsioides"
"921","Ceryle rudis","Alcedinidae","Coraciiformes","Pied Kingfisher",1.28046600994444,"Ceryle rudis","Coraciiformes","Ceryle rudis"
"922","Ceyx erithaca","Alcedinidae","Coraciiformes","Black-backed Dwarf-Kingfisher",1.826060785,"Ceyx erithaca","Coraciiformes","Ceyx erithaca"
"923","Ceyx pictus","Alcedinidae","Coraciiformes","African Pygmy Kingfisher",0.628157775,"Ispidina picta","Coraciiformes","Ispidina picta"
"924","Ceyx rufidorsa","Alcedinidae","Coraciiformes","Rufous-backed Dwarf-Kingfisher",0.174052444,"Ceyx rufidorsa","Coraciiformes","Ceyx erithaca"
"925","Chloroceryle aenea","Alcedinidae","Coraciiformes","American Pygmy Kingfisher",0.747704328,"Chloroceryle aenea","Coraciiformes","Chloroceryle aenea"
"926","Chloroceryle amazona","Alcedinidae","Coraciiformes","Amazon Kingfisher",1.622786101,"Chloroceryle amazona","Coraciiformes","Chloroceryle amazona"
"927","Chloroceryle americana","Alcedinidae","Coraciiformes","Green Kingfisher",1.23281354711765,"Chloroceryle americana","Coraciiformes","Chloroceryle americana"
"928","Dacelo leachii","Alcedinidae","Coraciiformes","Blue-winged Kookaburra",1.0167294625,"Dacelo leachii","Coraciiformes","Dacelo leachii"
"929","Dacelo novaeguineae","Alcedinidae","Coraciiformes","Laughing Kookaburra",1.23854635757143,"Dacelo novaeguineae","Coraciiformes","Dacelo novaeguineae"
"930","Halcyon albiventris","Alcedinidae","Coraciiformes","Brown-hooded Kingfisher",1.433294175,"Halcyon albiventris","Coraciiformes","Halcyon albiventris"
"931","Halcyon coromanda","Alcedinidae","Coraciiformes","Ruddy Kingfisher",0.741245169,"Halcyon coromanda","Coraciiformes","Halcyon coromanda"
"932","Halcyon leucocephala","Alcedinidae","Coraciiformes","Gray-headed Kingfisher",1.3269094585,"Halcyon leucocephala","Coraciiformes","Halcyon leucocephala"
"933","Halcyon pileata","Alcedinidae","Coraciiformes","Black-capped Kingfisher",2.11981745,"Halcyon pileata","Coraciiformes","Halcyon pileata"
"934","Halcyon senegalensis","Alcedinidae","Coraciiformes","Woodland Kingfisher",1.035756385,"Halcyon senegalensis","Coraciiformes","Halcyon senegalensis"
"935","Halcyon smyrnensis","Alcedinidae","Coraciiformes","Brown-breasted Kingfisher",1.159355706,"Halcyon gularis","Coraciiformes","Halcyon gularis"
"936","Halcyon smyrnensis","Alcedinidae","Coraciiformes","White-throated Kingfisher",1.73706810007143,"Halcyon smyrnensis","Coraciiformes","Halcyon smyrnensis"
"937","Megaceryle alcyon","Alcedinidae","Coraciiformes","Belted Kingfisher",1.72903479864865,"Megaceryle alcyon","Coraciiformes","Megaceryle alcyon"
"938","Megaceryle maxima","Alcedinidae","Coraciiformes","Giant Kingfisher",1.35393753633333,"Megaceryle maxima","Coraciiformes","Megaceryle maxima"
"939","Megaceryle torquata","Alcedinidae","Coraciiformes","Ringed Kingfisher",1.60112448354545,"Megaceryle torquata","Coraciiformes","Megaceryle torquata"
"940","Pelargopsis capensis","Alcedinidae","Coraciiformes","Stork-billed Kingfisher",1.36557613257143,"Pelargopsis capensis","Coraciiformes","Pelargopsis capensis"
"941","Todiramphus chloris","Alcedinidae","Coraciiformes","Collared Kingfisher",1.77622547557143,"Todiramphus chloris","Coraciiformes","Todiramphus chloris"
"942","Todiramphus macleayii","Alcedinidae","Coraciiformes","Forest Kingfisher",1.15095665133333,"Todiramphus macleayii","Coraciiformes","Todiramphus macleayii"
"943","Todiramphus sanctus","Alcedinidae","Coraciiformes","Sacred Kingfisher",1.08555523311111,"Todiramphus sanctus","Coraciiformes","Todiramphus sanctus"
"944","Coracias benghalensis","Coraciidae","Coraciiformes","Indian Roller",1.4689630145,"Coracias benghalensis","Coraciiformes","Coracias benghalensis"
"945","Coracias benghalensis","Coraciidae","Coraciiformes","Indochinese Roller",1.6454566135,"Coracias affinis","Coraciiformes","Coracias affinis"
"946","Coracias caudatus","Coraciidae","Coraciiformes","Lilac-breasted Roller",0.61435336,"Coracias caudatus","Coraciiformes","Coracias caudatus"
"947","Coracias garrulus","Coraciidae","Coraciiformes","European Roller",1.036551276,"Coracias garrulus","Coraciiformes","Coracias garrulus"
"948","Eurystomus glaucurus","Coraciidae","Coraciiformes","Broad-billed Roller",1.053327221,"Eurystomus glaucurus","Coraciiformes","Eurystomus glaucurus"
"949","Eurystomus orientalis","Coraciidae","Coraciiformes","Dollarbird",1.55866031172727,"Eurystomus orientalis","Coraciiformes","Eurystomus orientalis"
"950","Merops albicollis","Meropidae","Coraciiformes","White-throated Bee-eater",0.712913285,"Merops albicollis","Coraciiformes","Merops albicollis"
"951","Merops apiaster","Meropidae","Coraciiformes","European Bee-eater",1.32482714546667,"Merops apiaster","Coraciiformes","Merops apiaster"
"952","Merops bullockoides","Meropidae","Coraciiformes","White-fronted Bee-eater",0.842385867,"Merops bullockoides","Coraciiformes","Merops bullockoides"
"953","Merops leschenaulti","Meropidae","Coraciiformes","Chestnut-headed Bee-eater",0.2373069555,"Merops leschenaulti","Coraciiformes","Merops leschenaulti"
"954","Merops oreobates","Meropidae","Coraciiformes","Cinnamon-chested Bee-eater",1.653325358,"Merops oreobates","Coraciiformes","Merops oreobates"
"955","Merops orientalis","Meropidae","Coraciiformes","Asian Green Bee-eater",1.692348267,"Merops orientalis","Coraciiformes","Merops orientalis"
"956","Merops ornatus","Meropidae","Coraciiformes","Rainbow Bee-eater",1.04256880614286,"Merops ornatus","Coraciiformes","Merops ornatus"
"957","Merops persicus","Meropidae","Coraciiformes","Blue-cheeked Bee-eater",1.78305432825,"Merops persicus","Coraciiformes","Merops persicus"
"958","Merops philippinus","Meropidae","Coraciiformes","Blue-tailed Bee-eater",1.6336939176,"Merops philippinus","Coraciiformes","Merops philippinus"
"959","Merops pusillus","Meropidae","Coraciiformes","Little Bee-eater",1.15522455075,"Merops pusillus","Coraciiformes","Merops pusillus"
"960","Merops superciliosus","Meropidae","Coraciiformes","Madagascar Bee-eater",1.241203283,"Merops superciliosus","Coraciiformes","Merops superciliosus"
"961","Merops variegatus","Meropidae","Coraciiformes","Blue-breasted Bee-eater",1.0590178495,"Merops variegatus","Coraciiformes","Merops variegatus"
"962","Merops viridis","Meropidae","Coraciiformes","Blue-throated Bee-eater",2.342410774,"Merops viridis","Coraciiformes","Merops viridis"
"963","Merops viridis","Meropidae","Coraciiformes","Rufous-crowned Bee-eater",1.18858056,"Merops americanus","Coraciiformes","Merops americanus"
"964","Nyctyornis athertoni","Meropidae","Coraciiformes","Blue-bearded Bee-eater",0.964437135,"Nyctyornis athertoni","Coraciiformes","Nyctyornis athertoni"
"965","Aspatha gularis","Momotidae","Coraciiformes","Blue-throated Motmot",0.431302775,"Aspatha gularis","Coraciiformes","Aspatha gularis"
"966","Baryphthengus martii","Momotidae","Coraciiformes","Rufous Motmot",0.205317576,"Baryphthengus martii","Coraciiformes","Baryphthengus martii"
"967","Baryphthengus ruficapillus","Momotidae","Coraciiformes","Rufous-capped Motmot",0.63598724,"Baryphthengus ruficapillus","Coraciiformes","Baryphthengus ruficapillus"
"968","Electron platyrhynchum","Momotidae","Coraciiformes","Broad-billed Motmot",0.346148506,"Electron platyrhynchum","Coraciiformes","Electron platyrhynchum"
"969","Eumomota superciliosa","Momotidae","Coraciiformes","Turquoise-browed Motmot",0.926007280333333,"Eumomota superciliosa","Coraciiformes","Eumomota superciliosa"
"970","Hylomanes momotula","Momotidae","Coraciiformes","Tody Motmot",0.431926434,"Hylomanes momotula","Coraciiformes","Hylomanes momotula"
"971","Momotus aequatorialis","Momotidae","Coraciiformes","Andean Motmot",0.193446544,"Momotus aequatorialis","Coraciiformes","Momotus aequatorialis"
"972","Momotus mexicanus","Momotidae","Coraciiformes","Russet-crowned Motmot",0.876436641333333,"Momotus mexicanus","Coraciiformes","Momotus mexicanus"
"973","Momotus momota","Momotidae","Coraciiformes","Amazonian Motmot",0.5852571044,"Momotus momota","Coraciiformes","Momotus momota"
"974","Momotus momota","Momotidae","Coraciiformes","Lesson's Motmot",0.7440839074,"Momotus lessonii","Coraciiformes","Momotus lessonii"
"975","Momotus momota","Momotidae","Coraciiformes","Whooping Motmot",1.208773905,"Momotus subrufescens","Coraciiformes","Momotus subrufescens"
"976","Todus multicolor","Todidae","Coraciiformes","Cuban Tody",1.236423461,"Todus multicolor","Coraciiformes","Todus multicolor"
"977","Todus subulatus","Todidae","Coraciiformes","Broad-billed Tody",0.837711833,"Todus subulatus","Coraciiformes","Todus subulatus"
"978","Todus todus","Todidae","Coraciiformes","Jamaican Tody",0.376556282,"Todus todus","Coraciiformes","Todus todus"
"979","Cacomantis flabelliformis","Cuculidae","Cuculiformes","Fan-tailed Cuckoo",0.711909122714286,"Cacomantis flabelliformis","Cuculiformes","Cacomantis flabelliformis"
"980","Cacomantis merulinus","Cuculidae","Cuculiformes","Plaintive Cuckoo",1.68283443425,"Cacomantis merulinus","Cuculiformes","Cacomantis merulinus"
"981","Cacomantis passerinus","Cuculidae","Cuculiformes","Gray-bellied Cuckoo",1.459739913,"Cacomantis passerinus","Cuculiformes","Cacomantis passerinus"
"982","Cacomantis sonneratii","Cuculidae","Cuculiformes","Banded Bay Cuckoo",2.496085119,"Cacomantis sonneratii","Cuculiformes","Cacomantis sonneratii"
"983","Cacomantis variolosus","Cuculidae","Cuculiformes","Brush Cuckoo",1.33410118042857,"Cacomantis variolosus","Cuculiformes","Cacomantis variolosus"
"984","Centropus andamanensis","Cuculidae","Cuculiformes","Andaman Coucal",0.665648175,"Centropus andamanensis","Cuculiformes","Centropus andamanensis"
"985","Centropus bengalensis","Cuculidae","Cuculiformes","Lesser Coucal",1.8475808872,"Centropus bengalensis","Cuculiformes","Centropus bengalensis"
"986","Centropus monachus","Cuculidae","Cuculiformes","Blue-headed Coucal",0.234109298,"Centropus monachus","Cuculiformes","Centropus monachus"
"987","Centropus phasianinus","Cuculidae","Cuculiformes","Pheasant Coucal",1.012600764,"Centropus phasianinus","Cuculiformes","Centropus phasianinus"
"988","Centropus senegalensis","Cuculidae","Cuculiformes","Senegal Coucal",0.8468546665,"Centropus senegalensis","Cuculiformes","Centropus senegalensis"
"989","Centropus sinensis","Cuculidae","Cuculiformes","Greater Coucal",1.72063567284615,"Centropus sinensis","Cuculiformes","Centropus sinensis"
"990","Centropus superciliosus","Cuculidae","Cuculiformes","White-browed Coucal",1.2209870428,"Centropus superciliosus","Cuculiformes","Centropus superciliosus"
"991","Centropus toulou","Cuculidae","Cuculiformes","Malagasy Coucal",0.863837816,"Centropus toulou","Cuculiformes","Centropus toulou"
"992","Centropus unirufus","Cuculidae","Cuculiformes","Rufous Coucal",0.790891953,"Centropus unirufus","Cuculiformes","Centropus unirufus"
"993","Centropus viridis","Cuculidae","Cuculiformes","Philippine Coucal",1.110571003,"Centropus viridis","Cuculiformes","Centropus viridis"
"994","Chrysococcyx basalis","Cuculidae","Cuculiformes","Horsfield's Bronze-Cuckoo",1.120511109,"Chrysococcyx basalis","Cuculiformes","Chalcites basalis"
"995","Chrysococcyx caprius","Cuculidae","Cuculiformes","Dideric Cuckoo",1.3722406575,"Chrysococcyx caprius","Cuculiformes","Chrysococcyx caprius"
"996","Chrysococcyx cupreus","Cuculidae","Cuculiformes","African Emerald Cuckoo",0.8367694345,"Chrysococcyx cupreus","Cuculiformes","Chrysococcyx cupreus"
