IOCOrder,BLFamilyLatin,BLFamilyEnglish,Species,Scientific,English,CoastalSp,aveUAI
Passeriformes,Conopophagidae,Gnateaters,Conopophaga_cearae,Conopophaga cearae,Ceara Gnateater,,0.636484262
Passeriformes,Conopophagidae,Gnateaters,Conopophaga_lineata,Conopophaga lineata,Rufous Gnateater,,1.11928798
Passeriformes,Conopophagidae,Gnateaters,Conopophaga_melanops,Conopophaga melanops,Black-cheeked Gnateater,,1.457308149
Coraciiformes,Coraciidae,Rollers,Coracias_caudatus,Coracias caudatus,Lilac-breasted Roller,,0.61435336
Coraciiformes,Coraciidae,Rollers,Coracias_garrulus,Coracias garrulus,European Roller,,1.036551276
Coraciiformes,Coraciidae,Rollers,Eurystomus_glaucurus,Eurystomus glaucurus,Broad-billed Roller,,1.053327221
Coraciiformes,Coraciidae,Rollers,Coracias_benghalensis,Coracias benghalensis,Indian Roller,,1.468963015
Passeriformes,Corcoracidae,Australian mudnesters,Corcorax_melanorhamphos,Corcorax melanorhamphos,White-winged Chough,,0.432764697
Passeriformes,Corcoracidae,Australian mudnesters,Struthidea_cinerea,Struthidea cinerea,Apostlebird,,0.597588727
Passeriformes,Corvidae,Crows and jays,Cyanolyca_viridicyanus,Cyanolyca viridicyanus,White-collared Jay,,0.000434762
Passeriformes,Corvidae,Crows and jays,Cyanolyca_cucullata,Cyanolyca cucullata,Azure-hooded Jay,,0.002789394
Passeriformes,Corvidae,Crows and jays,Dendrocitta_leucogastra,Dendrocitta leucogastra,White-bellied Treepie,,0.031347321
Passeriformes,Corvidae,Crows and jays,Cyanolyca_armillata,Cyanolyca armillata,Black-collared Jay,,0.05902795
Passeriformes,Corvidae,Crows and jays,Dendrocitta_bayleyi,Dendrocitta bayleyi,Andaman Treepie,,0.151931543
Passeriformes,Corvidae,Crows and jays,Cyanolyca_pumilo,Cyanolyca pumilo,Black-throated Jay,,0.167641474
Passeriformes,Corvidae,Crows and jays,Corvus_leucognaphalus,Corvus leucognaphalus,White-necked Crow,,0.202575731
Passeriformes,Corvidae,Crows and jays,Corvus_enca,Corvus enca,Slender-billed Crow,,0.226005468
Passeriformes,Corvidae,Crows and jays,Aphelocoma_ultramarina,Aphelocoma ultramarina,Mexican Jay,,0.318301683
Passeriformes,Corvidae,Crows and jays,Gymnorhinus_cyanocephalus,Gymnorhinus cyanocephalus,Pinyon Jay,,0.476174893
Passeriformes,Corvidae,Crows and jays,Corvus_tasmanicus,Corvus tasmanicus,Forest Raven,,0.496092158
Passeriformes,Corvidae,Crows and jays,Calocitta_formosa,Calocitta formosa,White-throated Magpie-jay,,0.514128567
Passeriformes,Corvidae,Crows and jays,Nucifraga_columbiana,Nucifraga columbiana,Clark's Nutcracker,,0.533617802
Passeriformes,Corvidae,Crows and jays,Cyanocorax_cyanomelas,Cyanocorax cyanomelas,Purplish Jay,,0.553528441
Passeriformes,Corvidae,Crows and jays,Cyanocorax_affinis,Cyanocorax affinis,Black-chested Jay,,0.556529462
Passeriformes,Corvidae,Crows and jays,Cyanocorax_violaceus,Cyanocorax violaceus,Violaceous Jay,,0.574421818
Passeriformes,Corvidae,Crows and jays,Pica_nuttalli,Pica nuttalli,Yellow-billed Magpie,,0.636635686
Passeriformes,Corvidae,Crows and jays,Calocitta_colliei,Calocitta colliei,Black-throated Magpie-jay,,0.657791223
Passeriformes,Corvidae,Crows and jays,Corvus_cryptoleucus,Corvus cryptoleucus,Chihuahuan Raven,,0.675951929
Passeriformes,Corvidae,Crows and jays,Cyanocorax_sanblasianus,Cyanocorax sanblasianus,San Blas Jay,,0.709400751
Passeriformes,Corvidae,Crows and jays,Cyanocorax_mystacalis,Cyanocorax mystacalis,White-tailed Jay,,0.836036579
Passeriformes,Corvidae,Crows and jays,Corvus_jamaicensis,Corvus jamaicensis,Jamaican Crow,,0.84245354
Passeriformes,Corvidae,Crows and jays,Pyrrhocorax_graculus,Pyrrhocorax graculus,Yellow-billed Chough,,0.872160146
Passeriformes,Corvidae,Crows and jays,Corvus_capensis,Corvus capensis,Cape Crow,,0.891059407
Passeriformes,Corvidae,Crows and jays,Corvus_rhipidurus,Corvus rhipidurus,Fan-tailed Raven,,0.897692849
Passeriformes,Corvidae,Crows and jays,Cyanocorax_morio,Cyanocorax morio,Brown Jay,,0.959189931
Passeriformes,Corvidae,Crows and jays,Cyanocorax_melanocyaneus,Cyanocorax melanocyaneus,Bushy-crested Jay,,0.985591122
Passeriformes,Corvidae,Crows and jays,Pyrrhocorax_pyrrhocorax,Pyrrhocorax pyrrhocorax,Red-billed Chough,,1.020492405
Passeriformes,Corvidae,Crows and jays,Corvus_albicollis,Corvus albicollis,White-necked Raven,,1.119341131
Passeriformes,Corvidae,Crows and jays,Cyanocorax_luxuosus,Cyanocorax luxuosus,Green Jay,,1.148096509
Passeriformes,Corvidae,Crows and jays,Cyanocorax_yncas,Cyanocorax yncas,Green Jay,,1.148096509
Passeriformes,Corvidae,Crows and jays,Cyanocorax_cristatellus,Cyanocorax cristatellus,Curl-crested Jay,,1.165342239
Passeriformes,Corvidae,Crows and jays,Corvus_sinaloae,Corvus sinaloae,Sinaloa Crow,,1.166604027
Passeriformes,Corvidae,Crows and jays,Corvus_corax,Corvus corax,Common Raven,Yes,1.202983666
Passeriformes,Corvidae,Crows and jays,Cyanocitta_stelleri,Cyanocitta stelleri,Steller's Jay,,1.247937449
Passeriformes,Corvidae,Crows and jays,Corvus_coronoides,Corvus coronoides,Australian Raven,,1.266339654
Passeriformes,Corvidae,Crows and jays,Cyanocorax_yucatanicus,Cyanocorax yucatanicus,Yucatan Jay,,1.291893298
Passeriformes,Corvidae,Crows and jays,Corvus_mellori,Corvus mellori,Little Raven,,1.296711728
Passeriformes,Corvidae,Crows and jays,Corvus_orru,Corvus orru,Torresian Crow,,1.335537981
Passeriformes,Corvidae,Crows and jays,Corvus_ruficollis,Corvus ruficollis,Brown-necked Raven,,1.338451939
Passeriformes,Corvidae,Crows and jays,Dendrocitta_vagabunda,Dendrocitta vagabunda,Rufous Treepie,,1.457189631
Passeriformes,Corvidae,Crows and jays,Crypsirina_temia,Crypsirina temia,Racket-tailed Treepie,,1.457991846
Passeriformes,Corvidae,Crows and jays,Garrulus_glandarius,Garrulus glandarius,Eurasian Jay,,1.578039754
Passeriformes,Corvidae,Crows and jays,Cyanocorax_caeruleus,Cyanocorax caeruleus,Azure Jay,,1.622329919
Passeriformes,Corvidae,Crows and jays,Corvus_corone,Corvus corone,Carrion Crow,,1.795451307
Passeriformes,Corvidae,Crows and jays,Cyanocorax_chrysops,Cyanocorax chrysops,Plush-crested Jay,,1.841800724
Passeriformes,Corvidae,Crows and jays,Corvus_albus,Corvus albus,Pied Crow,,1.892529521
Passeriformes,Corvidae,Crows and jays,Corvus_dauuricus,Corvus dauuricus,Daurian Jackdaw,,1.89575074
Passeriformes,Corvidae,Crows and jays,Corvus_macrorhynchos,Corvus macrorhynchos,Large-billed Crow,,2.019611293
Passeriformes,Corvidae,Crows and jays,Corvus_frugilegus,Corvus frugilegus,Rook,,2.076834249
Passeriformes,Corvidae,Crows and jays,Corvus_brachyrhynchos,Corvus brachyrhynchos,American Crow,Yes,2.111014794
Passeriformes,Corvidae,Crows and jays,Cyanocitta_cristata,Cyanocitta cristata,Blue Jay,,2.121041012
Passeriformes,Corvidae,Crows and jays,Pica_pica,Pica pica,Black-billed Magpie,,2.157933089
Passeriformes,Corvidae,Crows and jays,Pica_hudsonia,Pica hudsonia,Black-billed Magpie,,2.157933089
Passeriformes,Corvidae,Crows and jays,Corvus_monedula,Corvus monedula,Eurasian Jackdaw,,2.17855188
Passeriformes,Corvidae,Crows and jays,Corvus_ossifragus,Corvus ossifragus,Fish Crow,Yes,2.219179631
Passeriformes,Corvidae,Crows and jays,Corvus_splendens,Corvus splendens,House Crow,,2.352455492
Passeriformes,Corvidae,Crows and jays,Corvus_torquatus,Corvus torquatus,Collared Crow,,2.678788668
Passeriformes,Corvidae,Crows and jays,Cyanopica_cyanus,Cyanopica cyanus,Azure-winged Magpie,,3.040731277
Passeriformes,Cotingidae,Cotingas,Pipreola_arcuata,Pipreola arcuata,Barred Fruiteater,,0.001783451
Passeriformes,Cotingidae,Cotingas,Phytotoma_raimondii,Phytotoma raimondii,Peruvian Plantcutter,,0.033679779
Passeriformes,Cotingidae,Cotingas,Pipreola_riefferii,Pipreola riefferii,Green-and-black Fruiteater,,0.046453091
Passeriformes,Cotingidae,Cotingas,Gymnoderus_foetidus,Gymnoderus foetidus,Bare-necked Fruitcrow,,0.06230041
Passeriformes,Cotingidae,Cotingas,Pachyramphus_versicolor,Pachyramphus versicolor,Barred Becard,,0.116433354
Passeriformes,Cotingidae,Cotingas,Rupicola_peruvianus,Rupicola peruvianus,Andean Cock-of-the-rock,,0.142623378
Passeriformes,Cotingidae,Cotingas,Laniocera_rufescens,Laniocera rufescens,Speckled Mourner,,0.17209149
Passeriformes,Cotingidae,Cotingas,Querula_purpurata,Querula purpurata,Purple-throated Fruitcrow,,0.194178326
Passeriformes,Cotingidae,Cotingas,Lipaugus_unirufus,Lipaugus unirufus,Rufous Piha,,0.254780392
Passeriformes,Cotingidae,Cotingas,Cotinga_nattererii,Cotinga nattererii,Blue Cotinga,,0.326128086
Passeriformes,Cotingidae,Cotingas,Ampelion_rubrocristatus,Ampelion rubrocristatus,Red-crested Cotinga,,0.355694063
Passeriformes,Cotingidae,Cotingas,Pachyramphus_niger,Pachyramphus niger,Jamaican Becard,,0.401338203
Passeriformes,Cotingidae,Cotingas,Pachyramphus_cinnamomeus,Pachyramphus cinnamomeus,Cinnamon Becard,,0.434937913
Passeriformes,Cotingidae,Cotingas,Pachyramphus_rufus,Pachyramphus rufus,Cinereous Becard,,0.439898114
Passeriformes,Cotingidae,Cotingas,Tityra_semifasciata,Tityra semifasciata,Masked Tityra,,0.44277943
Passeriformes,Cotingidae,Cotingas,Carpornis_cucullata,Carpornis cucullata,Hooded Berryeater,,0.478725627
Passeriformes,Cotingidae,Cotingas,Lipaugus_vociferans,Lipaugus vociferans,Screaming Piha,,0.599326656
Passeriformes,Cotingidae,Cotingas,Schiffornis_virescens,Schiffornis virescens,Greenish Schiffornis,,0.656942513
Passeriformes,Cotingidae,Cotingas,Pipreola_aureopectus,Pipreola aureopectus,Golden-breasted Fruiteater,,0.662501466
Passeriformes,Cotingidae,Cotingas,Tityra_cayana,Tityra cayana,Black-tailed Tityra,,0.860749899
Passeriformes,Cotingidae,Cotingas,Tityra_inquisitor,Tityra inquisitor,Black-crowned Tityra,,0.923899684
Passeriformes,Cotingidae,Cotingas,Procnias_nudicollis,Procnias nudicollis,Bare-throated Bellbird,,0.944865793
Passeriformes,Cotingidae,Cotingas,Pyroderus_scutatus,Pyroderus scutatus,Red-ruffed Fruitcrow,,0.954728707
Passeriformes,Cotingidae,Cotingas,Pachyramphus_polychopterus,Pachyramphus polychopterus,White-winged Becard,,0.955946226
Passeriformes,Cotingidae,Cotingas,Pachyramphus_viridis,Pachyramphus viridis,Green-backed Becard,,0.979514543
Passeriformes,Cotingidae,Cotingas,Pachyramphus_aglaiae,Pachyramphus aglaiae,Rose-throated Becard,,0.9869116
Passeriformes,Cotingidae,Cotingas,Pachyramphus_castaneus,Pachyramphus castaneus,Chestnut-crowned Becard,,1.109398218
Passeriformes,Cotingidae,Cotingas,Xipholena_punicea,Xipholena punicea,Pompadour Cotinga,,1.259664782
Passeriformes,Cotingidae,Cotingas,Pachyramphus_validus,Pachyramphus validus,Crested Becard,,1.624376632
Passeriformes,Cotingidae,Cotingas,Phytotoma_rutila,Phytotoma rutila,White-tipped Plantcutter,,1.734012544
Passeriformes,Cotingidae,Cotingas,Phytotoma_rara,Phytotoma rara,Rufous-tailed Plantcutter,,2.310001019
Galliformes,Cracidae,Guans and curassows,Crax_rubra,Crax rubra,Great Curassow,,0
Galliformes,Cracidae,Guans and curassows,Penelope_albipennis,Penelope albipennis,White-winged Guan,,0.003910182
Galliformes,Cracidae,Guans and curassows,Pipile_cumanensis,Pipile cumanensis,Blue-throated Piping-guan,,0.00722356
Galliformes,Cracidae,Guans and curassows,Penelopina_nigra,Penelopina nigra,Highland Guan,,0.035366897
Galliformes,Cracidae,Guans and curassows,Penelope_jacquacu,Penelope jacquacu,Spix's Guan,,0.054356822
Galliformes,Cracidae,Guans and curassows,Ortalis_leucogastra,Ortalis leucogastra,White-bellied Chachalaca,,0.102549278
Galliformes,Cracidae,Guans and curassows,Chamaepetes_goudotii,Chamaepetes goudotii,Sickle-winged Guan,,0.135433127
Galliformes,Cracidae,Guans and curassows,Penelope_purpurascens,Penelope purpurascens,Crested Guan,,0.20614566
Galliformes,Cracidae,Guans and curassows,Penelope_montagnii,Penelope montagnii,Andean Guan,,0.440275637
Galliformes,Cracidae,Guans and curassows,Penelope_argyrotis,Penelope argyrotis,Band-tailed Guan,,0.56147701
Galliformes,Cracidae,Guans and curassows,Ortalis_guttata,Ortalis guttata,Speckled Chachalaca,,0.582728679
Galliformes,Cracidae,Guans and curassows,Ortalis_poliocephala,Ortalis poliocephala,West Mexican Chachalaca,,0.738731406
Galliformes,Cracidae,Guans and curassows,Ortalis_erythroptera,Ortalis erythroptera,Rufous-headed Chachalaca,,0.799557377
Galliformes,Cracidae,Guans and curassows,Ortalis_vetula,Ortalis vetula,Plain Chachalaca,,0.946162362
Galliformes,Cracidae,Guans and curassows,Ortalis_wagleri,Ortalis wagleri,Rufous-bellied Chachalaca,,0.964302572
Galliformes,Cracidae,Guans and curassows,Ortalis_canicollis,Ortalis canicollis,Chaco Chachalaca,,1.130572177
Galliformes,Cracidae,Guans and curassows,Penelope_obscura,Penelope obscura,Dusky-legged Guan,,1.904536793
Galliformes,Cracidae,Guans and curassows,Ortalis_ruficauda,Ortalis ruficauda,Rufous-vented Chachalaca,,2.828487564
Passeriformes,Cracticidae,Butcherbirds,Strepera_fuliginosa,Strepera fuliginosa,Black Currawong,Yes,0.272258902
Passeriformes,Cracticidae,Butcherbirds,Cracticus_nigrogularis,Cracticus nigrogularis,Pied Butcherbird,,1.028030376
Passeriformes,Cracticidae,Butcherbirds,Gymnorhina_tibicen,Gymnorhina tibicen,Australian Magpie,,1.330733595
Passeriformes,Cracticidae,Butcherbirds,Strepera_graculina,Strepera graculina,Pied Currawong,,1.371794571
Passeriformes,Cracticidae,Butcherbirds,Cracticus_quoyi,Cracticus quoyi,Black Butcherbird,,1.373959855
Cuculiformes,Cuculidae,Cuckoos,Coua_caerulea,Coua caerulea,Blue Coua,,0.030901086
Cuculiformes,Cuculidae,Cuckoos,Cuculus_rochii,Cuculus rochii,Madagascar Cuckoo,,0.147586498
Cuculiformes,Cuculidae,Cuckoos,Phaenicophaeus_curvirostris,Phaenicophaeus curvirostris,Chestnut-breasted Malkoha,,0.195341594
Cuculiformes,Cuculidae,Cuckoos,Centropus_monachus,Centropus monachus,Blue-headed Coucal,,0.234109298
Cuculiformes,Cuculidae,Cuckoos,Dromococcyx_phasianellus,Dromococcyx phasianellus,Pheasant Cuckoo,,0.247454742
Cuculiformes,Cuculidae,Cuckoos,Coccyzus_vetula,Coccyzus vetula,Jamaican Lizard-cuckoo,,0.319581368
Cuculiformes,Cuculidae,Cuckoos,Cuculus_lepidus,Cuculus lepidus,Sunda Cuckoo,,0.361502854
Cuculiformes,Cuculidae,Cuckoos,Coccyzus_pluvialis,Coccyzus pluvialis,Chestnut-bellied Cuckoo,,0.375464731
Cuculiformes,Cuculidae,Cuckoos,Geococcyx_velox,Geococcyx velox,Lesser Roadrunner,,0.560501656
Cuculiformes,Cuculidae,Cuckoos,Phaenicophaeus_cumingi,Phaenicophaeus cumingi,Scale-feathered Malkoha,,0.570325351
Cuculiformes,Cuculidae,Cuckoos,Morococcyx_erythropygus,Morococcyx erythropygus,Lesser Ground-cuckoo,,0.574612946
Cuculiformes,Cuculidae,Cuckoos,Chrysococcyx_lucidus,Chrysococcyx lucidus,Shining Bronze-cuckoo,,0.696772518
Cuculiformes,Cuculidae,Cuckoos,Cacomantis_flabelliformis,Cacomantis flabelliformis,Fan-tailed Cuckoo,,0.711909123
Cuculiformes,Cuculidae,Cuckoos,Phaenicophaeus_superciliosus,Phaenicophaeus superciliosus,Red-crested Malkoha,,0.736365106
Cuculiformes,Cuculidae,Cuckoos,Coccycua_minuta,Coccycua minuta,Little Cuckoo,,0.763604416
Cuculiformes,Cuculidae,Cuckoos,Centropus_unirufus,Centropus unirufus,Rufous Coucal,,0.790891953
Cuculiformes,Cuculidae,Cuckoos,Clamator_glandarius,Clamator glandarius,Great Spotted Cuckoo,,0.819225772
Cuculiformes,Cuculidae,Cuckoos,Chrysococcyx_cupreus,Chrysococcyx cupreus,African Emerald Cuckoo,,0.836769435
Cuculiformes,Cuculidae,Cuckoos,Cuculus_pallidus,Cuculus pallidus,Pallid Cuckoo,,0.845780996
Cuculiformes,Cuculidae,Cuckoos,Centropus_senegalensis,Centropus senegalensis,Senegal Coucal,,0.846854667
Cuculiformes,Cuculidae,Cuckoos,Coccyzus_merlini,Coccyzus merlini,Great Lizard-cuckoo,,0.901695373
Cuculiformes,Cuculidae,Cuckoos,Phaenicophaeus_viridirostris,Phaenicophaeus viridirostris,Blue-faced Malkoha,,0.95293802
Cuculiformes,Cuculidae,Cuckoos,Cuculus_canorus,Cuculus canorus,Common Cuckoo,,0.963651989
Cuculiformes,Cuculidae,Cuckoos,Centropus_phasianinus,Centropus phasianinus,Pheasant Coucal,,1.012600764
Cuculiformes,Cuculidae,Cuckoos,Tapera_naevia,Tapera naevia,Striped Cuckoo,,1.023883499
Cuculiformes,Cuculidae,Cuckoos,Centropus_viridis,Centropus viridis,Philippine Coucal,,1.110571003
Cuculiformes,Cuculidae,Cuckoos,Chrysococcyx_basalis,Chrysococcyx basalis,Horsfield's Bronze-cuckoo,,1.120511109
Cuculiformes,Cuculidae,Cuckoos,Centropus_superciliosus,Centropus superciliosus,White-browed Coucal,,1.220987043
Cuculiformes,Cuculidae,Cuckoos,Coccyzus_minor,Coccyzus minor,Mangrove Cuckoo,Yes,1.238939655
Cuculiformes,Cuculidae,Cuckoos,Piaya_cayana,Piaya cayana,Squirrel Cuckoo,,1.260989163
Cuculiformes,Cuculidae,Cuckoos,Cuculus_solitarius,Cuculus solitarius,Red-chested Cuckoo,,1.27320077
Cuculiformes,Cuculidae,Cuckoos,Scythrops_novaehollandiae,Scythrops novaehollandiae,Channel-billed Cuckoo,,1.287952238
Cuculiformes,Cuculidae,Cuckoos,Geococcyx_californianus,Geococcyx californianus,Greater Roadrunner,,1.299818978
Cuculiformes,Cuculidae,Cuckoos,Coccyzus_americanus,Coccyzus americanus,Yellow-billed Cuckoo,,1.334088272
Cuculiformes,Cuculidae,Cuckoos,Cacomantis_variolosus,Cacomantis variolosus,Brush Cuckoo,,1.33410118
Cuculiformes,Cuculidae,Cuckoos,Cuculus_varius,Cuculus varius,Common Hawk-cuckoo,,1.341035733
Cuculiformes,Cuculidae,Cuckoos,Coccyzus_erythropthalmus,Coccyzus erythropthalmus,Black-billed Cuckoo,,1.371936674
Cuculiformes,Cuculidae,Cuckoos,Chrysococcyx_klaas,Chrysococcyx klaas,Klaas's Cuckoo,,1.435978641
Cuculiformes,Cuculidae,Cuckoos,Cuculus_optatus,Cuculus optatus,Oriental Cuckoo,,1.44270229
Cuculiformes,Cuculidae,Cuckoos,Cuculus_fugax,Cuculus fugax,Hodgson's Hawk-cuckoo,,1.449601619
Cuculiformes,Cuculidae,Cuckoos,Crotophaga_sulcirostris,Crotophaga sulcirostris,Groove-billed Ani,,1.496252873
Cuculiformes,Cuculidae,Cuckoos,Cuculus_micropterus,Cuculus micropterus,Indian Cuckoo,,1.500177747
Cuculiformes,Cuculidae,Cuckoos,Crotophaga_major,Crotophaga major,Greater Ani,,1.520195294
Cuculiformes,Cuculidae,Cuckoos,Clamator_jacobinus,Clamator jacobinus,Pied Cuckoo,,1.532727524
Cuculiformes,Cuculidae,Cuckoos,Chrysococcyx_minutillus,Chrysococcyx minutillus,Little Bronze-cuckoo,,1.555076315
Cuculiformes,Cuculidae,Cuckoos,Chrysococcyx_xanthorhynchus,Chrysococcyx xanthorhynchus,Violet Cuckoo,,1.578265916
Cuculiformes,Cuculidae,Cuckoos,Cacomantis_merulinus,Cacomantis merulinus,Plaintive Cuckoo,,1.682834434
Cuculiformes,Cuculidae,Cuckoos,Phaenicophaeus_leschenaultii,Phaenicophaeus leschenaultii,Sirkeer Malkoha,,1.712087579
Cuculiformes,Cuculidae,Cuckoos,Coccyzus_melacoryphus,Coccyzus melacoryphus,Dark-billed Cuckoo,,1.716619129
Cuculiformes,Cuculidae,Cuckoos,Centropus_sinensis,Centropus sinensis,Greater Coucal,,1.720635673
Cuculiformes,Cuculidae,Cuckoos,Cuculus_clamosus,Cuculus clamosus,Black Cuckoo,,1.767727778
Cuculiformes,Cuculidae,Cuckoos,Crotophaga_ani,Crotophaga ani,Smooth-billed Ani,,1.819505902
Cuculiformes,Cuculidae,Cuckoos,Centropus_bengalensis,Centropus bengalensis,Lesser Coucal,,1.847580887
Cuculiformes,Cuculidae,Cuckoos,Cuculus_sparverioides,Cuculus sparverioides,Large Hawk-cuckoo,,2.065316977
Cuculiformes,Cuculidae,Cuckoos,Eudynamys_scolopaceus,Eudynamys scolopaceus,Asian Koel,,2.104013823
Cuculiformes,Cuculidae,Cuckoos,Piaya_melanogaster,Piaya melanogaster,Black-bellied Cuckoo,,2.159224659
Cuculiformes,Cuculidae,Cuckoos,Guira_guira,Guira guira,Guira Cuckoo,,2.208591335
Cuculiformes,Cuculidae,Cuckoos,Phaenicophaeus_tristis,Phaenicophaeus tristis,Green-billed Malkoha,,2.344912948
Cuculiformes,Cuculidae,Cuckoos,Coccyzus_longirostris,Coccyzus longirostris,Hispaniolan Lizard-cuckoo,,2.350626748
Cuculiformes,Cuculidae,Cuckoos,Clamator_coromandus,Clamator coromandus,Chestnut-winged Cuckoo,,2.491659522
Cuculiformes,Cuculidae,Cuckoos,Cacomantis_sonneratii,Cacomantis sonneratii,Banded Bay Cuckoo,,2.496085119
Cuculiformes,Cuculidae,Cuckoos,Phaenicophaeus_sumatranus,Phaenicophaeus sumatranus,Chestnut-bellied Malkoha,,2.52647241
Passeriformes,Dasyornithidae,Bristlebirds,Dasyornis_brachypterus,Dasyornis brachypterus,Eastern Bristlebird,,0
